Unique Identifier	Identifier Source	Meida Type	Physical Format	Digital Format	Encoding	File Size	Generations	Duration	Location	Title	Asset Type	Asset Date	Subject(s)	Description	Description Type	Genre	Genre Authority Used	Relation	Relation Type	Coverage	Coverage Type	Language	Creator	Creator Role	Contributor	Contributor Role	Contributor	Contributor Role	Contributor	Contributer Role	Publisher	Publisher Role	Rights Summary	Annotation	Unique Item?	Notes	Cataloger	Last Updated
cpb-aacip/127-752fr7q2	AAPB ID	Moving Image	U-matic	Video/quicktime	MPEG-4 AVC	375.5 MB	Access	00:58:50	Summit Day Media	Waves of Wisdom 81	Compilation	1980/1999	Indigenous elders, Indigenous men, Indigenous women, Traditional knowledge, Traditional wisdom, Traditional practice, Alaska Natives, Indigenous peoples--North America, Indigenous peoples--Alaska--Languages, Yugtun, Yup'ik, Yupiit, Indigenous peoples--Alcohol use--North America, Alcoholism, Subsistence, Tradtitional medicine--North America, Tradtitional medicine--Alaska, Survival, Topography, Alaska Native radio stations, Indigenous peoples--North America--Interviews, Tegganeq, Nunat Mer’et Atrit, Kusquqvak, Urugyaraa, Ellavut, Yaqulek, Yaqulget, Tengmiat, Tengmiat, Cetuaq, Alangru, Aliurtuq, Pissuryaraq, Makirayaraq, Uksuilleq, Neqkiuryaraq, Nakaculiyaraq, Anangnaqsaraq Yuilqumi, Pirtuk, Pirta, Enepiaq, Nepiaq, Ukverput, Qanruyutet, Qaneryarat, Inerquutet, Iinrut, Yugtaat, Caqlaq, Uquq, Qanruyutet, Qaneryarat, Inerquutet	English: A compilation of clips from various interviews and talks. An unidentified elder advises listeners against consuming alcohol. Cimiciaq talks about treating sores with medicinal plants. Ackiar Nick Lupie talks about rain gear, digging a hollow in the snow to sleep in, his experience almost suffocating sleeping in a snow hollow, people not knowing who they are related to across villages anymore, bird hunting in the spring when he was a boy, and animal food sources depleting because they are not revered anymore. An unideintifed elder talks about how ancestors used to be and some of their wisdom passed onto him. Cikiraq Jane Green talks about rosewort, vole caches, eating sticklebacks, and her son tending his wound with rosewort. An unidentified elder talks about lessons her parents taught her and seal oil as a medicine for sore throats and coughs. An undifentified elder, maybe Margaret Smart or Bell, talks about alcohol and marijuana affecting people. Kumangulria Matthew Bean talks about ice and flooding probability. Billy Lincoln Sr. talks about travelling to winter camp and multiple families staying in the same house. Paniguaq Peter Jacob talks about a supernatural experience with his dog. Ayaprun James Peter Sr. talks about the importance of memorizing the landscape. Mumess'aq Peter John talks about drinking urine as a survival tactic to stay warm if you're freezing. Yugtun: Qalartua taangaryulrianek. Qanemciluni nunameggni callarterpallermeggni iinruklerminek, callarcillni-llu teq’ukun erullerminek. Qalarrluni uksumi ellaliurcuutet nancunailuciatnek, arenqiallugtellriani wall’u ayuquciirutellriani arulairesqelluki, pirtungutellriani qanikcarmi uqicaramek, ayarum anirtuutngucianek, pirciqan kanarvikneret aarnarquciatnek, qengarugmi-llu uqicaramek. Qanemciluni qanikcaam aciani epsarpiallermeggnek. Qanemciluni nanlengraata ilakucimeggnek qanrucimatullermeggnek, maa-i ilakuciiruyuciatnek, ilakuyuciirucameng-llu nakukut’nguciatnek. Qanemciluni pitarkat mikutullratnek, yuilquq-llu nepaunani yaqulelitullranek. Qanemciluni yaqulecuarcurluteng elitnaullermeggnek, yaqulecuaraat meqtarluki elitnaullratnek, neqkaurtarkat qigciktullermeggnek, yaqulecuaraat pissurnanriiceteng catairuyuciatnek, yaqulecuartameng-llu nakaculiyaraitnek [kinercirluki]. Qalarrluni alerquutet cakaarnarqenriluciatnek. Qalarrluni caqlam iinruucianek, igyariqellriit-llu tamatumek iirulauciatnek. Qanemciluni qetunraminek keggumallermini naumalrianek kevirraarluki unuaquani mamllermek. Qanemciluni naryalngunarqellriartangqerraqan qengateng uqumek mingutullermeggnek, uqum-llu iinruucianek. Qalarrluni taangam assiilucianek, kuingirrluum-llu assiilucianek. Qanemciluni qanikcarpatullranek, urugnariaqami merpayuiruyucianek, kuiget cikuit mamtuyuiruyuciatnek, qerrulrianek niicuitellermeggnek, ciunganitun nenglliyuilucianek, aklut-llu maqarqeńanriuciatnek. Qanemciluni aklumeggnek uksillerkameggnun ayaucitullermeggnek, tekicameng enepialitullermeggnek, ilakuralriit [family] qavcin enelgutketullermeggnek, enelgutkellriit-llu ataucimek neqautengqetullermeggnek. Qanemciluni qimugteminek camek elpekellriamek, iternerkun aliurtullerminek, his dogs supernatural sensitivity like all dogs, upluni-llu qimallermeggnek. Qanemciluni apa’urlumeng alerquutaitnek qanruyutaitnek-llu, qertulrianek nuna elitesqelluku, ella assiiruskan anirtuutekciqniluku, cacetulria arenqiallugtellerkaminun tekitaatucianek, aiparluni-llu pellaallermegnek. Qalarrluni kiimelnge’rmi yuilqumi anagyugngacianek, teq’ukun urumayaramek, pellaallermini teq’umikun anagyugngallerminek, yuilqumi arenqiallugingalria teq’umek mer’esqelluku wall’u mertesqelluku, qerruqatalriit-llu puqlamun pisqevkenaki. 	Item	Talk, Interview, Ethnic (Nonfiction), Ethnographic	Library of Congress Moving Image Genre-Form Guide	Waves of Wisdom Series	Is Part Of	Yukon-Kuskokwim Delta, Alaska	Spatial	Yugtun	KYUK	Executive Producer	Cimiciaq (Hooper Bay), Cikiraq Jane Green (Hooper Bay), Margaret Smart? Bell? (Hooper Bay), Ackiar Nick Lupie (Tuntutuliaq, Tuntutuliak), Kumangulria Matthew Bean (Bethel, Yukon? Acacaryun? Mountain Village?), Billy Lincoln Sr. (Toksook Bay), Paniguaq Peter Jacob (Bethel), Ayaprun James Peter Sr. (Kipnuk, Bethel), Mumess'aq Peter John (Kwigillingok)	Interviewees	Sophie Kusak, Uquuviar Olinka "Ollie" Andrew, Atmak Lillian Michaels	Interviewers			American Archive of Public Broadcasting	Distributor	Copyright Holder: KYUK-TV, Bethel Broadcasting, Inc., 640 Radio Street, Pouch 468, Bethel, AK 99559 ; (907) 543-3131 ; www.kyuk.org	Library of Congress Subject Headings, Indigenous Subject Headings by the Association for Manitoba Archives LCSH revisions, Library of Congress Moving Image Genre/Form Guide, Yup'ik Eskimo Dictionary 2nd Edition by Steven A. Jacobson, http://yugtun.com/ 	Yes	Contains clips from Waves of Wisdom 64, Waves of Wisdom 17, Waves of Wisdom 3, Waves of Wisdom 5, Waves of Wisdom 20	Juliana Clark	2022-08-10
cpb-aacip-127-01pg4j22	AAPB ID	Moving Image	U-matic	Video/quicktime	MPEG-4 AVC	143.2 MB	Access	00:22:20	Summit Day Media	Waves of Wisdom 82	Episode	1980/1999	Indigenous elders, Indigenous women, Traditional knowledge, Traditional wisdom, Alaska Natives, Indigenous peoples--North America, Indigenous peoples--Alaska--Languages, Yugtun, Yup'ik, Yupiit, Migration, Winter camps, Childhood, Spirit of the Universe, Alaska Native radio stations, Indigenous peoples--North America--Interviews, Tegganeq, Qanruyutet, Qaneryarat, Inerquutet, Ellavut, Ellaliuryaraq, Ellam Yua, Cellam Yua, Cillam Cua, Nerangnaqsaraq, Yuungnaqsaraq, Uksuilleq, Neqlilleq, Neqlivik, Elitnaurvik, Kipusviit, Ukverput, 	English: Interview with elder Nauyaq Anna Andrew about her earliest memories. She talks about growing up in Tagyaraq and Quuneq. She talks about her siblings and how her father would travel to get supplies from stores and could tell what time it was based on the placement of the sun. She also talks about when they stopped living a nomadic life in 1951, the lessons her father taught her about cleaning and washing things, the metaphor that people are like wood, and mental health struggles. Yugtun: Qanemciuq Quunermi Tagyaram iluani ellangellerminek, ellami kiimeng yug’uyuketullerminek, nunameggnek Qinarmek angain tekitetullratnek, aataminek Ciutmek Kass’artarnek tekiutetullranek, atameng Ekvicuarmun ayatullranek, aatani-llu maligcaurtellerminek. Qanemciluni neqlillermeggni Cuukvalegmiuni ellangenqegcaallerminek, neqlillerni kiaguuryuktullerminek, kinguqlingllermegnek, Qurrelvagmi uksuitullermeggnek, Qukaqlircarametetullermeggnek, 1951-aami Tuntutuliarni elitnaungellerminek, ayagayuirutlermeggnek-llu. Qanemciluni an’aqamek Ellam qukaa tangrresqumallermegnek, ella cuqequraasqelluku, akerteḿek sass’angqetullermeggnek, takarnarqengraata-llu qanrucimatullermeggnek.	Item	Interview, Ethnic (Nonfiction), Ethnographic	Library of Congress Moving Image Genre-Form Guide	Waves of Wisdom Series	Is Part Of	Yukon-Kuskokwim Delta, Alaska	Spatial	Yugtun	KYUK	Executive Producer	Nauyaq Anna Andrew (Tuntutuliak, Tuntutuliaq)	Interviewee	Anastasia Cooke Hoffman	Interviewer			American Archive of Public Broadcasting	Distributor	Copyright Holder: KYUK-TV, Bethel Broadcasting, Inc., 640 Radio Street, Pouch 468, Bethel, AK 99559 ; (907) 543-3131 ; www.kyuk.org	Library of Congress Subject Headings, Indigenous Subject Headings by the Association for Manitoba Archives LCSH revisions, Library of Congress Moving Image Genre/Form Guide, Yup'ik Eskimo Dictionary 2nd Edition by Steven A. Jacobson, http://yugtun.com/ 	Yes	Not on AAPB website. (Old GUID: cpb-aacip/127-773txm5v)	Juliana Clark	2022-08-10
cpb-aacip-127-547pvvpd	AAPB ID	Moving Image	U-matic	Video/quicktime	MPEG-4 AVC	256.4 MB	Access	00:40:01	Summit Day Media	Waves of Wisdom 83	Episode	1991-04-09	Indigenous elders, Indigenous men, Traditional knowledge, Traditional wisdom, Traditional practice, Alaska Natives, Indigenous peoples--North America, Indigenous peoples--Alaska--Languages, Yugtun, Yup'ik, Yupiit, Community houses, Hunting, Ptarmigans, Indigenous dance, Dance festivals, Feasts, Ceremonies, Indigenous healers, Legends, Folklore, Ircenrraat, Moss, Seal oil, Fermented fish, Fish roe, Yup'ik ice cream, Indigenous music, Indigenous dance--North America, Indigenous peoples--North America--Music, Indigenous peoples--Alaska--Music, Indigenous peoples--Music, Songs, Alaska Native radio stations, Indigenous peoples--North America--Interviews, Tegganeq, Qanruyutet, Qaneryarat, Inerquutet, Ukverput, Agayuliyaraq, Nerangnaqsaraq, Yuungnaqsaraq, Neqsuryaraq, Neqkiuryaraq, Kinerciriyaraq, Akutaq, Qulirat & Qanemcit, Ukverput, Kalukat, Kevgiq, Kevgiryaraq, Kassiyuq, Yuraq,Yuarun, Nerukaraat, Qasgiq, Qaygiq, Maqi	English: Interview with elder Kunuin Phillip Charlie Sr. about hearing instructions and sleeping in the community houses, being afraid of his wife's grandfather, fish camp, feasts held for boys after their first hunting catch, girls and boys who left during traditional instruction having their futures foretold, Kassiyuq dance festival, Inviting Feast (Itruka’ar), Messenger Feast (Kevgiq), types of food eaten at festivals/ceremonies, how invites were sent out, shamans, stories about the legendary little people (Ircenrraaq), tattoos on the face that signified killing people in war, and he sings Qaluvialler’s song of gratitude. Yugtun: Qanemciuq Qinarmiuni ellangellerminek, Qaneryarangeksaitellranek agayumayaramek-llu, kinguqlia tuqullrani ellangellerminek, Kass’at enurnallratnek, Kass’at aliketullruniluki, qasgimun pilangellerminek, maurluan-llu aiparkami apa’urlua yukainaunritnillranek. Qalarrluni tan’gaurluut yaquleyagartaqarraaritnek nakaculitullratnek kalukautetullratnek-llu, qangqiirteqerraalerminek, ayuqenrilngurnek taluyatullermeggnek, akutapiamek, qangqiirteqerraallni Qinarmi kalukautellermeggnek, Kassiyum-llu iqluklitellranek. Qanemciluni qasgimiungurtellerminek, qavarnariaqan inarrviirutetullermeggnek, qanerturalrianun tupatullerminek, maqirraarluteng qanerturalrianek, tegganemeggnek-llu ayagyuallermeggni ayuqucirtuutnek maligtaquqapigtetullratnek. Qalarrluni uingarkaulriit qanruyutaitnek, kaignami nulirqellriit ayuquciita nasvaumalaucianek, maa-i kumivigteggun qemagcitulaucimeggnek, allamiaquaqan Kassiyutullermeggnek, angutet aturaqata arnat nerka’rnek itruciluteng yuratullratnek, yurarraarluteng kalukatullermeggnek, ayuqenrilngurnek-llu Yugtarnek.Qanemciluni Itruka’armek, arnaunrek angutngunrem-llu Itruka’ar yuratullratnek, Kevgimek yuraryarainek-llu, Kevgiraqameng cikiqengtullermeggnek, Kass’artangengan Kass’artarnek cikiqengtullermeggnek, yuralriani-llu aturpatullerminek. Qanemciluni anqarautet yuarutaita cukalauciatnek, angayalriani yugtautait ataucitaarluki umyuaqluki eyarluteng pilauciatnek, qavcin Apanuugpak ilakluku Kusquqvagmiumek tangerqengellratnek anguyagtarmek eyalegmek, quyaluteng-llu nangniurluteng.	Item	Interview, Ethnic (Nonfiction), Ethnographic	Library of Congress Moving Image Genre-Form Guide	Waves of Wisdom Series	Is Part Of	Yukon-Kuskokwim Delta, Alaska	Spatial	Yugtun	KYUK	Executive Producer	Kunuin Phillip Charlie Sr. (Tuntutuliak, Tuntutuliaq)	Interviewee	Aqumgaciq John Active	Interviewer			American Archive of Public Broadcasting	Distributor	Copyright Holder: KYUK-TV, Bethel Broadcasting, Inc., 640 Radio Street, Pouch 468, Bethel, AK 99559 ; (907) 543-3131 ; www.kyuk.org	Library of Congress Subject Headings, Indigenous Subject Headings by the Association for Manitoba Archives LCSH revisions, Library of Congress Moving Image Genre/Form Guide, Yup'ik Eskimo Dictionary 2nd Edition by Steven A. Jacobson, http://yugtun.com/ 	Yes	Not on AAPB website. (Old GUID: cpb-aacip/127-784j17vw)	Juliana Clark	2022-08-10
cpb-aacip-127-02q576vb	AAPB ID	Moving Image	U-matic	Video/quicktime	MPEG-4 AVC	119.3 MB	Access	00:18:31	Summit Day Media	Waves of Wisdom 84	Episode	1980/1989	Indigenous elders, Indigenous women, Traditional knowledge, Traditional wisdom, Alaska Natives, Indigenous peoples--North America, Indigenous peoples--Alaska--Languages, Yugtun, Yup'ik, Yupiit, Medicinal plants, Traditional Medicine--Alaska, Indigenous peoples--Health and hygiene--Alaska, Infections, Diseases, Indigenous medicine, Alaska Native radio stations, Indigenous peoples--North America--Interviews, Tegganeq, Qanruyutet, Qaneryarat, Inerquutet, Naunraat Atsat-llu, Calricaraq, Iinrut, Kass’artaat, Yugtaat, Uquq, Atsaruaq 	English: Interview with elder Urutaq Lucy Beaver about false chamomile, medicinal plants, remedies for earaches, and women using seal oil to cleanse their stomaches and intestines once a year. Yugtun: Qanemciluni panimi aumikun apqucianek, chickweed-anek, atsaruanek, panimi utumarillranek, Anchorage-aamu emucartulallranek, arulaiqerluteng-llu. Qalarrluni Tabasco-lriani aunranriqertetuciatnek, ciuciqellriit uqumek kucilauciminek, ciuciqellriani atsaruanek, qanmegteggun callartellriani napat cuyaqsuyagaita amiitnek, mumiggluki-llu. Qanemciluni allamiaquaqan uqukun iluteng carrilaucimeggnek, irniani-llu tuatnalaucimeggnek, uqumun anarceqaarluteng neqem imarkuaranek yuurqatucimeggnek, iluminek anallmi ayuquciitnek, mumiggluki-llu. 	Item	Interview, Ethnic (Nonfiction), Ethnographic	Library of Congress Moving Image Genre-Form Guide	Waves of Wisdom Series	Is Part Of	Yukon-Kuskokwim Delta, Alaska	Spatial	Yugtun, English	KYUK	Executive Producer	Urutaq Lucy Beaver (Bethel)	Interviewee	Kakianeq Adolph Lewis (Kuigilnguq, Kwigillingok)	Interviewer			American Archive of Public Broadcasting	Distributor	Copyright Holder: KYUK-TV, Bethel Broadcasting, Inc., 640 Radio Street, Pouch 468, Bethel, AK 99559 ; (907) 543-3131 ; www.kyuk.org	Library of Congress Subject Headings, Indigenous Subject Headings by the Association for Manitoba Archives LCSH revisions, Library of Congress Moving Image Genre/Form Guide, Yup'ik Eskimo Dictionary 2nd Edition by Steven A. Jacobson, http://yugtun.com/ 	Yes	Not on AAPB website. (Old GUID: cpb-aacip/127-805x6mnx)	Juliana Clark	2022-08-10
cpb-aacip/127-816m99hb	AAPB ID	Moving Image	U-matic	Video/quicktime	MPEG-4 AVC	400 MB	Access	01:02:05	Summit Day Media	Waves of Wisdom 85	Compilation	1980/1999	Indigenous elders, Indigenous men, Traditional knowledge, Traditional wisdom, Traditional practice, Alaska Natives, Indigenous peoples--North America, Indigenous peoples--Alaska--Languages, Yugtun, Yup'ik, Yupiit, Hunting, Hunters, Dance festivals, Childhood and youth, Community houses, Indigenous peoples--Food--North America, Survival, Environmentalism, Indigenous activists, Parenthood, Child rearing, Spirit of the Universe, Christianity, Christians, Qasgiq, Itruka’ar, Kevgiq, Tegganeq, Qanruyutet, Qaneryarat, Inerquutet	A compilation of clips from various elder interviews. Apaqutaq Dick Andrew talks about sleeping in the community house. Allranitailnguq Allran'aq Joe Chief Sr. talks about how the ancestors used to be and shares some traditional wisdom. Kunuin Phillip Charlie Sr. talks about being afraid of his wife's grandfather, a feast held for him after his first hunting catch, girls and boys who left during traditional instruction having their futures foretold, Kassiyuq dance festival, Inviting Feast (Itruka’ar), Messenger Feast (Kevgiq), types of food eaten at festivals and ceremonies, and shamans. Fred Pavilla talks about the imporance of seal gut parkas, how to take cover during a blizzard by digging a hollow in the snow, and how to raise children. Maqista Ac'urunaq Joshua Phillip talks about pollution, the importance of keeping the land pristine, and how preserving nature is an act of gratitude and faith.	Item	Interview, Ethnic (Nonfiction), Ethnographic	Library of Congress Moving Image Genre-Form Guide	Waves of Wisdom Series	Is Part Of	Yukon-Kuskokwim Delta, Alaska	Spatial	Yugtun	KYUK	Executive Producer	Apaqutaq Dick Andrew (Kayalivik), Allranitailnguq Allran'aq Joe Chief Sr. (Urucaraq, Bethel), Kunuin Phillip Charlie Sr. (Qinaq, Tuntutuliak, Tuntutuliaq), Fred Pavilla (Atmautluak), Maqista Ac'urunaq Joshua Phillip (Tuluksak, Qinaq)	Interviewee	Aqumgaciq John Active, Kakianeq Adolph Lewis	Interviewers			American Archive of Public Broadcasting	Distributor	Copyright Holder: KYUK-TV, Bethel Broadcasting, Inc., 640 Radio Street, Pouch 468, Bethel, AK 99559 ; (907) 543-3131 ; www.kyuk.org	Library of Congress Subject Headings, Indigenous Subject Headings by the Association for Manitoba Archives LCSH revisions, Library of Congress Moving Image Genre/Form Guide, Yup'ik Eskimo Dictionary 2nd Edition by Steven A. Jacobson, http://yugtun.com/ 	Yes	Contains clips from Waves of Wisdom 50, Waves of Wisdom 9, Waves of Wisdom 83, Waves of Wisdom 71, Waves of Wisdom 6	Juliana Clark	2022-08-10
cpb-aacip/127-451g1rv1	AAPB ID	Moving Image	U-matic	Video/quicktime	MPEG-4 AVC	330.3 MB	Access	00:51:27	Summit Day Media	Waves of Wisdom 86	Episode	1980/1999	Indigenous elders, Indigenous women, Indigenous men, Traditional knowledge, Traditional wisdom, Traditional practice, Alaska Natives, Indigenous peoples--North America, Indigenous peoples--Alaska--Languages, Indigenous peoples--Social life and customs, Yugtun, Yup'ik, Yupiit, Food--Preservation, Hunting, Berries--Harvesting, Kayaks, Lessons, Alaska Native radio stations, Indigenous peoples--North America--Interviews, Tegganeq, Qanruyutet, Qaneryarat, Inerquutet	Interview with elders Urutaq Lucy Beaver, Kelucaq Joe Andrew, and Kumluilnguq Matthew Frye. They talk about washing clothes, keeping the land and water clean from food scraps and spoils, not wasting food by throwing it away or gathering too much, respecting fish by cutting them a certain way, different types of berries and edible plants, poisonous plants to avoid, the way ancestors would use metaphors to teach, how Eek/Ekvicuarmiut was established, using lifejackets, alcoholism contributing to the increase in people drowning, kayak pullovers made of bearded seal intestines, and the loss of traditional wisdom over generations.	Item	Interview, Ethnic (Nonfiction), Ethnographic	Library of Congress Moving Image Genre-Form Guide	Waves of Wisdom Series	Is Part Of	Yukon-Kuskokwim Delta, Alaska	Spatial	Yugtun	KYUK	Executive Producer	Allranitailnguq Allran'aq Joe Chief Sr. (Urucaraq, Bethel), Aqesgirpak Mary Worm (Kongiganak), Nauyaq Anna Andrew (Tuntutuliak, Tuntutuliaq), Winifred Beans (Saint Mary's, St. Mary's, Mountain Village, Mt. Village), Joseph Evans?, Kumluilnguq Matthew Frye (Eek, Napakiak), Narull'aq Narullgiar Elena Nick (Nunapitchuk)	Interviewees	Sophie Alexie	Mediator			American Archive of Public Broadcasting	Distributor	Copyright Holder: KYUK-TV, Bethel Broadcasting, Inc., 640 Radio Street, Pouch 468, Bethel, AK 99559 ; (907) 543-3131 ; www.kyuk.org	Library of Congress Subject Headings, Indigenous Subject Headings by the Association for Manitoba Archives LCSH revisions, Library of Congress Moving Image Genre/Form Guide, Yup'ik Eskimo Dictionary 2nd Edition by Steven A. Jacobson, http://yugtun.com/ 	Yes	Not on AAPB website. Contains clips from Waves of Wisdom 91. (Old GUID: cpb-aacip/127-881jx4d6)	Juliana Clark	2022-08-10
cpb-aacip/127-945qg6jq	AAPB ID	Moving Image	U-matic	Video/quicktime	MPEG-4 AVC	142.3 MB	Access	00:22:07	Summit Day Media	Waves of Wisdom 87	Episode	1980/1999	Indigenous elders, Indigenous women, Indigenous men, Traditional knowledge, Traditional wisdom, Traditional practice, Alaska Natives, Indigenous peoples--North America, Indigenous peoples--Alaska--Languages, Yugtun, Yup'ik, Yupiit, Hunting, Traps, Villages, Homes, Houses, Travel, Migration, Orphans, Alaska Native radio stations, Indigenous peoples--North America--Interviews, Tegganeq, Qanruyutet, Qaneryarat, Inerquutet	Interview with elder Liguaq Annabelle Olik about growing up travelling with her dad, how her dad would set up snares to catch birds, how women kept busy with chores, how populated Nanvarnarrlak, Nunacuarmiut, Nunapitchuk, and Paingarmiut were, types of homes people built, her first time seeing a white person and the funny Yup'ik names they used for them, and some traditional wisdom she leaves for listeners.	Item	Interview, Ethnic (Nonfiction), Ethnographic	Library of Congress Moving Image Genre-Form Guide	Waves of Wisdom Series	Is Part Of	Yukon-Kuskokwim Delta, Alaska	Spatial	Yugtun	KYUK	Executive Producer	Liguaq Annabelle Olik (Kwethluk, Kuiggluk)	Interviewee	Aqumgaciq John Active	Interviewer			American Archive of Public Broadcasting	Distributor	Copyright Holder: KYUK-TV, Bethel Broadcasting, Inc., 640 Radio Street, Pouch 468, Bethel, AK 99559 ; (907) 543-3131 ; www.kyuk.org	Library of Congress Subject Headings, Indigenous Subject Headings by the Association for Manitoba Archives LCSH revisions, Library of Congress Moving Image Genre/Form Guide, Yup'ik Eskimo Dictionary 2nd Edition by Steven A. Jacobson, http://yugtun.com/ 	Yes		Juliana Clark	2022-08-10
cpb-aacip/127-956djvkd	AAPB ID	Moving Image	U-matic	Video/quicktime	MPEG-4 AVC	142.7 MB	Access	00:22:11	Summit Day Media	Waves of Wisdom 88	Episode	1980/1999	Indigenous elders, Indigenous men, Alaska Natives, Indigenous peoples--North America, Indigenous peoples--Alaska--Languages, Yugtun, Yup'ik, Yupiit, Alcoholism, Indigenous peoples--Alcohol use--North America, Elections, Voting, Indigenous veterans, Indigenous soldiers, Army schools, Postal service, Parcel post, Alaska Native radio stations, Indigenous peoples--North America--Interviews, Tegganeq, Qanruyutet, Qaneryarat, Inerquutet	Interview with elder Oscar Anvil about the recent election to contiue to ban alcohol sales, alcohol use and other things about being in the Army, and his time delivering mail and other items via boat and sled.	Item	Interview, Ethnic (Nonfiction), Ethnographic	Library of Congress Moving Image Genre-Form Guide	Waves of Wisdom Series	Is Part Of	Yukon-Kuskokwim Delta, Alaska	Spatial	Yugtun	KYUK	Executive Producer	Oscar Anvil? (Bethel, Nunacuaq?)	Interviewee	Kakianeq Adolph Lewis (Kuigilnguq, Kwigillingok)	Interviewer			American Archive of Public Broadcasting	Distributor	Copyright Holder: KYUK-TV, Bethel Broadcasting, Inc., 640 Radio Street, Pouch 468, Bethel, AK 99559 ; (907) 543-3131 ; www.kyuk.org	Library of Congress Subject Headings, Indigenous Subject Headings by the Association for Manitoba Archives LCSH revisions, Library of Congress Moving Image Genre/Form Guide, Yup'ik Eskimo Dictionary 2nd Edition by Steven A. Jacobson, http://yugtun.com/ 	Yes		Juliana Clark	2022-08-10
cpb-aacip/127-988gtvzp	AAPB ID	Moving Image	U-matic	Video/quicktime	MPEG-4 AVC	22.3 MB	Access	00:03:28	Summit Day Media	Waves of Wisdom 89	Episode	1985	Indigenous elders, Indigenous men, Alaska Natives, Indigenous peoples--North America, Indigenous peoples--Alaska--Languages, Yugtun, Yup'ik, Yupiit, Schools, Education, Alaska Native radio stations, Indigenous peoples--North America--Interviews, Tegganeq, Qanruyutet, Qaneryarat, Inerquutet	Interview with elder Wasky Walters at the 1985 O.N.C. conference. He talks about how elders should not judge young people for going to school and says they are learning new things that help elders do what they could not do before.	Item	Interview, Ethnic (Nonfiction), Ethnographic	Library of Congress Moving Image Genre-Form Guide	Waves of Wisdom Series	Is Part Of	Yukon-Kuskokwim Delta, Alaska	Spatial	Yugtun	KYUK	Executive Producer	Wasky Walters (Mountain Village, Mt. Village)	Interviewee					American Archive of Public Broadcasting	Distributor	Copyright Holder: KYUK-TV, Bethel Broadcasting, Inc., 640 Radio Street, Pouch 468, Bethel, AK 99559 ; (907) 543-3131 ; www.kyuk.org	Library of Congress Subject Headings, Indigenous Subject Headings by the Association for Manitoba Archives LCSH revisions, Library of Congress Moving Image Genre/Form Guide, Yup'ik Eskimo Dictionary 2nd Edition by Steven A. Jacobson, http://yugtun.com/ 	Yes		Juliana Clark	2022-08-10
cpb-aacip/127-2908kvc9	AAPB ID	Moving Image	U-matic	Video/quicktime	MPEG-4 AVC	142.7 MB	Access	00:22:13	Summit Day Media	Waves of Wisdom 90	Episode	1980/1999	Indigenous elders, Indigenous women, Traditional knowledge, Traditional wisdom, Alaska Natives, Indigenous peoples--North America, Indigenous peoples--Alaska--Languages, Yugtun, Yup'ik, Yupiit, Orphans, Exile (Punishment), Migration, Schools, Teachers, Supression of language, Chores, Alaska Native radio stations, Indigenous peoples--North America--Interviews, Tegganeq, Qanruyutet, Qaneryarat, Inerquutet	English: Interview with elder Narullgiar Elena Nick about the white family she stayed with as an orphan, Cakayak being exiled from Nunacuarmiut, moving to Nunapitchuk because there was going to be a new teacher, her school experience and punishments for speaking Yup'ik, being poor growing up, learning to clean up in the home, and she talks about young generations being lazy. Yugtun: Qanemciluni Kass’ani uitatullerminek [Cakayiinkuni, John Samuelson] kipusvilegmek Nunapicuarmi, nunat ancitullratnek, Cakayiim-llu akusrarrluni irniaruciucianek. Qalarrluni ciulirneret elitnauryallratnek, Yugtun-llu qalarcaaqaqata anucimirqecetaarumauciatnek. Qalarrluni arnat aanateng tangvagluki elitelauciatnek, panimini-llu mingqellri aulukumaciatnek. Qalarrluni maa-i tukuurtellratnek, nuliameggnek-llu ikayurnarquciatnek, angutet arnat-llu caliarkait, maa-i-llu ayagyuat cayuilata naklekniluki.	Item	Interview, Ethnic (Nonfiction), Ethnographic	Library of Congress Moving Image Genre-Form Guide	Waves of Wisdom Series	Is Part Of	Yukon-Kuskokwim Delta, Alaska	Spatial	Yugtun	KYUK	Executive Producer	Narull'aq Narullgiar Elena Nick (Nunapitchuk)	Interviewee	Kakianeq Adolph Lewis (Kuigilnguq, Kwigillingok)	Interviewer			American Archive of Public Broadcasting	Distributor	Copyright Holder: KYUK-TV, Bethel Broadcasting, Inc., 640 Radio Street, Pouch 468, Bethel, AK 99559 ; (907) 543-3131 ; www.kyuk.org	Library of Congress Subject Headings, Indigenous Subject Headings by the Association for Manitoba Archives LCSH revisions, Library of Congress Moving Image Genre/Form Guide, Yup'ik Eskimo Dictionary 2nd Edition by Steven A. Jacobson, http://yugtun.com/ 	Yes		Juliana Clark	2022-08-10
